Person 91
[15.41733798 -0.49747304]
[15.29302736 -0.42796524]
[15.18037694 -0.34850515]
[15.0773024  -0.26027579]
[14.99854274 -0.16344589]
[14.94321203 -0.05740398]
[14.89494994  0.05513979]
[14.84428992  0.16991336]
[14.80497337  0.28585036]
[14.79491789  0.40344234]
[14.80318907  0.51940827]
[14.81981045  0.63016594]
[14.85221354  0.73062651]
[14.86126962  0.81662207]
[14.84680967  0.88755749]
[14.85407858  0.9422401 ]
[14.96068019  0.9717379 ]
[14.98960579  0.98724644]
[15.98705077  0.82604179]
[16.02347328  0.75446516]
[15.69336303  0.73692136]
[15.4316112   0.70303014]
[15.24069485  0.65100184]
[15.13533592  0.57500183]
[14.99021777  0.46560254]
[15.15826757  0.29953783]
[15.05641606  0.20908466]
[14.96358245  0.13273701]
[15.03722094  0.03096352]
[14.92870671 -0.02488198]
[14.82653593 -0.07714275]
[14.70808537 -0.12431745]
[14.60474596 -0.17735083]
[14.46544183 -0.22769345]
[14.33229989 -0.2880701 ]
[14.20680484 -0.3619052 ]
[14.05928949 -0.44188466]
[13.93422918 -0.53914162]
[13.83382238 -0.65222427]
[13.75927402 -0.77694969]
[13.71000271 -0.90656402]
[13.6636497  -1.02701239]
[13.62040215 -1.13173424]
[13.5788515  -1.21663615]
[13.53664254 -1.2806948 ]
[13.51006339 -1.32986161]
[13.46996776 -1.36122656]
[13.43235784 -1.38142764]
[13.40703621 -1.39344814]
[15.26999822 -1.72482421]
[14.30703527 -1.54624858]
[13.43837    -1.33765772]
[12.73694074 -1.10613937]
[12.23681719 -0.86709111]
[11.910904   -0.64477638]
[11.76018165 -0.46303577]
[11.80433152 -0.34661953]
[11.98542477 -0.31120861]
[12.31987333 -0.37373652]
[12.72124781 -0.52380775]
[12.982123   -0.69819673]
[13.25275248 -0.90850141]
[13.50166716 -1.12249358]
[13.67149029 -1.29947994]
[13.72168886 -1.41026172]
[13.69866425 -1.45471609]
[13.514618   -1.42337628]
[14.4102701  -1.42767017]
[14.69454223 -1.40806424]
[14.7916366  -1.52176632]
[14.16293625 -1.78677618]
[12.98452037 -2.09145101]
[11.81386273 -2.41884378]
[10.82777147 -2.66256125]
[10.14805346 -2.88610253]
[ 9.6971868  -3.01161519]
[ 9.3850393  -3.02093687]
[ 9.09883899 -2.89821454]
[ 8.7105495  -2.63308051]
[ 8.12180619 -2.21519261]
[ 7.21880693 -1.59256711]
[ 6.0505052  -0.95243608]
[ 4.96543446 -0.28549554]
[4.28687792 0.23037468]
[4.2081168  0.61476558]
[4.7223591  0.85728458]
[5.7541897  0.96936837]
[7.26936292 0.96492737]
[8.96555802 0.87805907]
[10.72953538  0.74019689]
[12.40288297  0.57989486]
[13.92009641  0.40504461]
[15.62945002  0.13940625]
[16.22618839 -0.05720574]
[16.41366041 -0.28329203]
[16.22338952 -0.5438906 ]
[15.65335974 -0.80560606]
[14.78403827 -1.02376125]
[13.75915808 -1.17915966]
[12.70667225 -1.23745025]
[11.91000919 -1.1796039 ]
[11.65127702 -1.03228919]
[11.79435972 -0.80039197]
[12.23525234 -0.49072746]
[12.69838915 -0.10960592]
[12.92082209  0.36126883]
[12.51795161  0.86401908]
[11.52268758  1.43707924]
[9.76375882 2.14582232]
[7.79994359 2.80108828]
[5.89459206 3.3823041 ]
[4.40942449 3.88259977]
[3.59245727 4.28050226]
[3.59406302 4.54148148]
[4.53523096 4.80539815]
[6.27170259 5.11807148]
[8.38490848 5.55340745]
[10.38293562  6.18953259]
[12.08892692  7.1154825 ]
[13.22590552  8.33458441]
[13.75180744  9.77287114]
[13.7455871  11.27485838]
[13.74949319 12.71777526]
[13.28661623 13.64595578]
[12.50682127 13.96301668]
[11.46721507 13.54197072]
[10.30943328 12.45602939]
[ 9.1954356 10.7588965]
[8.43876272 8.74630933]
[8.33063852 6.4547737 ]
[9.11920748 3.93729263]
[10.53048661  1.57173736]
[12.42211399 -0.65452027]
[14.12206027 -2.32188157]
[17.01366158 -3.31707935]
[18.93798634 -3.97587942]
[20.48346798 -4.48418602]
[21.74128248 -4.75062834]
[26.48686825 -5.18715069]
[30.12464775 -4.91163429]
[33.07550297 -4.06691074]
[35.38982435 -2.74412788]
[37.06998783 -1.04159765]
[38.09809215  0.96110953]
[38.48859902  3.19931128]
[38.33950011  5.57820166]
[37.84103973  7.97001575]
[37.18126688 10.42300067]
[36.83494117 11.43613681]
[36.95637068 10.88760449]
[37.39508961  8.58070054]
[36.08519618  4.41659421]
