Person 91
Starting Actual Velocity = [1.16709374 0.26025858]
[18.35506235  4.09287488]
[11.34126052  2.19371148]
[11.09641404  2.17826191]
[10.80191848  2.13978038]
[10.46928037  2.09553437]
[10.11588269  2.06085625]
[9.74736336 2.05542065]
[9.34916907 2.12957833]
[8.99333788 2.20809363]
[8.63486015 2.35948378]
[8.29615555 2.49068872]
[7.97039441 2.63479513]
[7.67469074 2.78484868]
[7.4333833  2.94353344]
[7.27968189 3.12201166]
[7.2471195  3.29115485]
[7.35797453 3.44765717]
[7.61789618 3.5742935 ]
[8.02644059 3.65735594]
[8.67635957 3.70408779]
[9.23600748 3.59521856]
[9.79891502 3.39481153]
[10.33100068  3.10360944]
[10.77231694  2.73433646]
[11.0861231   2.31765764]
[11.29129244  1.87938586]
[11.37156256  1.46347772]
[11.35279717  1.10197023]
[11.26698393  0.81720666]
[11.14616743  0.61859309]
[11.0306716   0.51107229]
[10.94312239  0.4925785 ]
[10.90941636  0.5635227 ]
[10.88322653  0.63473713]
[10.88189961  0.71927561]
[10.93185856  0.83792998]
[10.89355755  0.84118929]
[10.77490262  0.75024747]
[10.60117206  0.60213192]
[10.39469786  0.42306183]
[10.17547909  0.23104204]
[9.96424582 0.04235808]
[ 9.81082681 -0.11356716]
[ 9.74748984 -0.2200212 ]
[ 9.78840124 -0.26944567]
[ 9.95654285 -0.25089421]
[10.2264737  -0.17644974]
[10.5627146  -0.06333073]
[10.9198433   0.06641908]
[11.26316578  0.19706955]
[11.49538929  0.28387312]
[11.64560129  0.33886446]
[11.70339194  0.35645128]
[11.6394276  0.3238257]
[11.46780138  0.24414514]
[11.19109999  0.11776964]
[10.83181708 -0.04930235]
[10.40980922 -0.25101924]
[ 9.9698616  -0.46365585]
[ 9.54505802 -0.67142845]
[ 9.1841428  -0.84581852]
[ 8.89588989 -0.98354961]
[ 8.7019637  -1.07161909]
[ 8.59545214 -1.11169809]
[ 8.56903925 -1.10563668]
[ 8.60660163 -1.05766952]
[ 8.67463219 -0.98343035]
[ 8.75519483 -0.88237764]
[ 8.81082425 -0.76335705]
[ 8.79922943 -0.63804033]
[ 8.68095955 -0.52087367]
[ 8.42746142 -0.42892337]
[ 8.028259   -0.38120131]
[ 7.48371288 -0.39643118]
[ 6.71071564 -0.51959735]
[ 5.95434888 -0.78566529]
[ 5.30284541 -1.1601176 ]
[ 4.80823594 -1.62536524]
[ 4.5429153  -2.10326889]
[ 4.50866797 -2.56489589]
[ 4.66311279 -3.00895049]
[ 4.99924077 -3.45438258]
[ 5.48100593 -3.88501197]
[ 6.08959322 -4.32326235]
[ 6.81638041 -4.798333  ]
[ 7.53272509 -5.25452137]
[ 8.22645416 -5.66740776]
[ 9.03864084 -6.09996752]
[ 9.94775922 -6.50773096]
[10.97009022 -6.89812762]
[12.2738247  -7.33624494]
[13.76926607 -7.6690469 ]
[15.10631999 -7.83125788]
[16.25674679 -7.80589925]
[18.20628086 -7.29141202]
[18.97381923 -6.69699984]
[19.54715627 -5.90079196]
[19.94594094 -4.85905943]
[20.09968359 -3.6686689 ]
[20.01643862 -2.28062812]
[19.67252385 -0.78058608]
[19.09465127  0.72435943]
[18.30698029  2.3083355 ]
[17.40505245  3.73105874]
[16.40371402  5.06459843]
[15.3467853   6.26145868]
[14.26855323  7.27706853]
[13.1913488   8.07482377]
[12.12536959  8.63004909]
[11.07058147  8.93210514]
[10.30603407  9.12978557]
[9.46910243 9.09618591]
[8.50997515 8.89705312]
[7.50132402 8.56632022]
[6.40405996 8.14840831]
[5.2870218  7.68365528]
[4.23047597 7.21780191]
[3.22159207 6.76164741]
[2.35327364 6.34886967]
[1.6846391  5.99907315]
[1.26960449 5.72680052]
[1.14013768 5.54308738]
[1.32759957 5.44533453]
[1.82923965 5.43719648]
[2.64320978 5.60129731]
[3.76081022 5.89957887]
[5.12253523 6.3267824 ]
[6.71568014 6.89435891]
[8.27736241 7.53228668]
[9.78731303 8.2443809 ]
[11.1626353   9.01157036]
[12.34121203  9.81409958]
[13.28347235 10.6298498 ]
[13.97157822 11.43271769]
[14.97768299 12.58305176]
[15.60462228 13.52716882]
[15.91734566 14.25212743]
[15.99321363 14.77920122]
[15.83578046 15.03697894]
[15.4549059  14.93302532]
[14.91392    14.48048822]
[14.22214905 13.60968679]
[13.42952266 12.37298279]
[12.52934707 10.6849515 ]
[11.56517205  8.65127707]
[14.43008771  5.22920638]
[16.50877172  2.28849201]
[18.17463656 -0.41162588]
[19.30320141 -2.49685087]
[20.04435009 -3.99253955]
[20.48139931 -4.86233654]
[20.60809723 -4.97250425]
[20.5135032  -4.38518907]
[20.22051772 -3.1932226 ]
[19.7627453  -1.45816712]
[19.18073979  0.52208003]
[18.47134853  2.69609926]
[17.69026092  4.69752836]
[16.840789    6.46608341]
[15.88826644  8.02124441]
[17.79335342 12.90530842]
[19.59960743 16.91933239]
[21.42224483 20.18694396]
[23.10533568 22.45037285]
[24.74249087 23.96169047]
[26.3317019  24.80943561]
[27.94360763 25.08396454]
[29.48599013 24.79884803]
[30.88128066 24.03842927]
[32.27819476 22.76679554]
[33.54845564 21.0613368 ]
[34.84472518 18.72328317]
[35.98836391 15.70450959]
[36.23314528 11.21667551]
