Person 91
[16.57212821 11.92447542]
[16.57138347 11.92801141]
[16.57100998 11.93175555]
[16.5706034  11.93546899]
[16.5724315 11.940604 ]
[16.5727165  11.94486497]
[16.57165675 11.94826886]
[16.57038164 11.95146855]
[16.56948919 11.95484885]
[16.56936399 11.95868845]
[16.5718769  11.96424837]
[16.57868603 11.97270768]
[16.57514064 11.97475843]
[16.57265272 11.97731625]
[16.57157183 11.98068523]
[16.57036272 11.98391457]
[16.57564398 11.99136051]
[16.83289174 12.08508114]
[16.98265562 12.14286993]
[17.06711925 12.17895554]
[17.10973781 12.20095028]
[17.12638468 12.21392781]
[17.12760855 12.22133534]
[17.12008515 12.22570426]
[17.10615327 12.22624275]
[17.0890298  12.22552541]
[17.07009623 12.2238302 ]
[17.05018939 12.22150807]
[17.0294198  12.21805989]
[17.00806007 12.21340331]
[16.98640726 12.20796708]
[17.18350943 12.29173108]
[17.30312748 12.34411946]
[17.36567016 12.37281425]
[17.38523373 12.38269495]
[17.3760492  12.37901016]
[17.34883172 12.36596312]
[17.30866589 12.34529118]
[17.25797014 12.31734998]
[17.1986402  12.28238819]
[17.13159036 12.24017043]
[17.05798904 12.19109355]
[16.97919031 12.13593957]
[16.89500069 12.07367033]
[16.80386554 12.00039117]
[16.70506329 11.9188567 ]
[16.62107674 11.80961061]
[16.48622603 11.66993787]
[16.34420579 11.53357796]
[16.21307736 11.39424438]
[16.09226521 11.2495063 ]
[15.98233544 11.09465598]
[15.8831887  10.92588529]
[15.80873034 10.72593655]
[15.7090924  10.52446361]
[15.61360864 10.31338032]
[15.5372655  10.06962202]
[15.44462751  9.82358566]
[15.35619872  9.56072056]
[15.26853471  9.28341505]
[15.18456678  8.98666593]
[15.0971128   8.67966921]
[15.01119712  8.3587554 ]
[14.92633757  8.02529706]
[14.83778567  7.68778687]
[14.7511913   7.34245691]
[14.66586883  6.99107633]
[14.58119927  6.63547567]
[14.4966428   6.27749458]
[14.40915773  5.92192909]
[14.31956072  5.57084167]
[14.22875937  5.22605575]
[14.13786581  4.8891885 ]
[14.05078721  4.55932803]
[13.96564204  4.23972564]
[13.88718183  3.93008729]
[13.81975105  3.63061247]
[14.08875052  3.43979759]
[13.93908573  3.06025927]
[13.82372297  2.73413549]
[13.73996795  2.47128519]
[13.67730402  2.27072838]
[13.61439852  2.11722512]
[13.54328306  1.9982466 ]
[13.45890616  1.90572192]
[13.34546832  1.82256069]
[13.199481    1.74411178]
[13.00935036  1.65435579]
[12.77024817  1.53319725]
[12.50270652  1.39897343]
[12.2160852   1.25171553]
[11.92403428  1.09456077]
[11.64205068  0.935888  ]
[11.38654577  0.78911236]
[11.15888992  0.6553369 ]
[10.96549632  0.54058743]
[10.7996253   0.43895383]
[10.65467169  0.34368077]
[10.60695338  0.28447854]
[10.56005223  0.18912404]
[10.44108581  0.02726262]
[10.29833489 -0.16402212]
[10.1308235  -0.36246739]
[ 9.98255879 -0.55360949]
[ 9.83770333 -0.73189204]
[ 9.69558376 -0.8952193 ]
[ 9.5520725  -1.04547705]
[ 9.39861468 -1.18799782]
[ 9.23390945 -1.32747749]
[ 9.07418169 -1.46013243]
[ 8.87991688 -1.60187183]
[ 8.72309885 -1.71314204]
[ 8.5922443  -1.80085031]
[ 8.52286642 -1.8439698 ]
[ 8.51707831 -1.84172414]
[ 8.57267387 -1.79496207]
[ 8.68942866 -1.70106255]
[ 8.82408709 -1.58629808]
[ 8.95158584 -1.46346046]
[ 9.03274909 -1.35628333]
[ 9.03053257 -1.28824539]
[ 8.89279038 -1.2839016 ]
[ 8.5812195  -1.42612167]
[ 8.12789246 -1.69132038]
[ 7.54675569 -2.09580372]
[ 6.89903733 -2.62993318]
[ 6.27174889 -3.25404067]
[ 5.71686726 -3.94933469]
[ 5.31548842 -4.64036744]
[ 5.08610945 -5.28021696]
[ 5.01689768 -5.83155089]
[ 5.07165618 -6.26155464]
[ 5.22670986 -6.57592344]
[ 5.45357746 -6.74913356]
[ 5.74006281 -6.75637688]
[ 5.98579481 -6.62246211]
[ 6.21801761 -6.34872162]
[ 6.46691698 -5.871097  ]
[ 6.61579734 -5.35787962]
[ 6.68554579 -4.85812012]
[ 6.70258167 -4.37249719]
[ 6.68128754 -3.89216745]
[ 6.62657868 -3.43499876]
[ 6.54337794 -3.05563404]
[ 6.43858686 -2.70818055]
[ 6.31641415 -2.41314371]
[ 6.18332746 -2.18203554]
[ 6.03813369 -1.99912688]
[ 5.88532657 -1.87380778]
[ 5.72651292 -1.80446164]
[ 5.56237536 -1.78829036]
[ 5.38902977 -1.82132387]
[ 5.22113673 -1.89769722]
[ 5.04679391 -2.00727542]
[ 4.86000937 -2.14640733]
[ 4.66800077 -2.30202096]
[ 4.46006616 -2.47199924]
[ 4.2448743  -2.63935158]
[ 4.01115624 -2.80281143]
[ 3.75161153 -2.95599138]
[ 3.4849156  -3.07668536]
[ 3.20113148 -3.16329641]
[ 2.93190856 -3.20073151]
[ 2.65747513 -3.18388936]
[ 2.40816803 -3.124195  ]
[ 2.16125095 -3.02208364]
[ 1.92960737 -2.87807197]
[ 1.71914593 -2.69334546]
[ 1.54492223 -2.48182066]
[ 1.39805725 -2.23835553]
[ 1.28061892 -1.9674508 ]
[ 1.19281817 -1.67604079]
[ 1.13288716 -1.37353262]
[ 1.09719056 -1.07133456]
[ 1.08054326 -0.78194634]
[ 1.07688569 -0.50953993]
[ 1.08313751 -0.21038235]
[ 1.08243116 -0.01739201]
[1.06896978 0.09481764]
[1.03959669 0.14320867]
[0.99651962 0.13602327]
[0.94472657 0.09613089]
[0.88885633 0.03957113]
[ 0.83191283 -0.02333217]
[ 0.78284684 -0.07827196]
[ 0.7487029  -0.11429951]
[ 0.7392106  -0.11901745]
[ 0.76453869 -0.08278825]
[ 0.82275739 -0.01047428]
[0.9185459  0.10153288]
[1.04862692 0.24629575]
[1.21453418 0.42326595]
[1.44545952 0.66034824]
[1.72446981 0.94148393]
[2.01887334 1.22464694]
[2.31406675 1.49701577]
[2.81665845 1.94403281]
[3.13368218 2.2101783 ]
[3.44256171 2.45977845]
[3.75697939 2.70428364]
[4.05074344 2.92321067]
[4.33728199 3.12707918]
[4.60051171 3.30394227]
[4.82766562 3.4456194 ]
[5.0873341  3.56830982]
[5.30160736 3.65316863]
[5.46845519 3.6994813 ]
[5.58716734 3.70731453]
[5.65845164 3.67765781]
[5.68447002 3.61257283]
[5.66879009 3.51531692]
[5.61808468 3.39481215]
[5.54117141 3.2588652 ]
[5.43919467 3.10438541]
[5.32434429 2.94819388]
[5.19488734 2.78631542]
[5.0604     2.63170202]
[4.93074313 2.49610179]
[4.80066898 2.37486587]
[4.67826038 2.27830584]
[4.56565194 2.2095    ]
[4.46381038 2.1697036 ]
[4.3757377  2.15868336]
[4.29367503 2.17227559]
[4.21921751 2.20791803]
[4.15459409 2.25666102]
[4.09187242 2.31453597]
[4.02845184 2.3758747 ]
[3.95926273 2.43693698]
[3.88649193 2.48695228]
[3.80578912 2.52274514]
[3.71548959 2.53913383]
[3.61452927 2.53164973]
[3.50256669 2.49674938]
[3.38007756 2.4320068 ]
[3.24838093 2.33620812]
[3.1148239  2.21431945]
[2.98277073 2.07120025]
[2.8448739  1.89906862]
[2.69980871 1.69179182]
[2.57330321 1.48313122]
[2.46292631 1.27374718]
[2.36300076 1.05302259]
[2.28522122 0.84386571]
[2.22527264 0.63493782]
[2.18938948 0.44038163]
[2.17920078 0.26578937]
[2.19439749 0.1265428 ]
[2.2338519  0.00506966]
[ 2.29485737 -0.08634746]
[ 2.37679168 -0.15335815]
[ 2.48221402 -0.19821866]
[ 2.60135283 -0.21735602]
[ 2.74082045 -0.21501807]
[ 2.88730616 -0.19228575]
[ 3.04949492 -0.15024119]
[ 3.21165301 -0.09367502]
[ 3.3838137  -0.02092557]
[3.5490088  0.06027907]
[3.71101723 0.14986603]
[3.87978177 0.25313327]
[4.0192861  0.34744786]
[4.14780202 0.44184758]
[4.26813774 0.53781859]
[4.36754835 0.62461725]
[4.45023852 0.70426029]
[4.51509406 0.77485642]
[4.56351299 0.83757917]
[4.59165575 0.88787974]
[4.59974243 0.92404441]
[4.59051658 0.9504301 ]
[4.56568576 0.96582055]
[4.52605753 0.97415159]
[4.47701273 0.97724974]
[4.41772768 0.9787629 ]
[4.35859549 0.98219729]
[4.29775841 0.99041549]
[4.23779059 1.00636282]
[4.18114362 1.03276733]
[4.13006077 1.07202651]
[4.08650375 1.12611427]
[4.05209769 1.19651584]
[4.02809713 1.28419381]
[4.01480047 1.3943668 ]
[4.01447374 1.51828842]
[4.02606348 1.65929355]
[4.04938042 1.81643759]
[4.08396537 1.98844651]
[4.12913735 2.17378698]
[4.18404226 2.37073458]
[4.24769942 2.57743737]
[4.31904415 2.79197264]
[4.39696516 3.01239614]
[4.48033636 3.23678363]
[4.56804274 3.46326525]
[4.66313807 3.70035775]
[4.75216379 3.91542082]
[4.84230181 4.12783734]
[4.9327518  4.33640098]
[4.99955596 4.54086598]
[5.06383771 4.73040036]
[5.13217166 4.92540205]
[5.20099441 5.11576991]
[5.26655277 5.29227794]
[5.34228138 5.49191576]
[5.43433239 5.7302228 ]
[5.51755714 5.94342518]
[5.59138939 6.13352113]
[5.66173353 6.31837661]
[5.72182177 6.48272161]
[5.77992013 6.65099751]
[5.8295532  6.80809595]
[5.87889336 6.98417411]
[5.91019558 7.12080138]
[5.93603364 7.26255936]
[5.95276265 7.39535033]
[5.96195073 7.53338931]
[5.9844351  7.67353022]
[5.99707797 7.8187009 ]
[5.99763709 7.96113734]
[5.98648521 8.09362314]
[5.96416563 8.22388192]
[5.92877762 8.35908468]
[5.88346991 8.48490116]
[5.82718225 8.60858428]
[5.75644221 8.73687219]
[5.67414072 8.86272161]
[5.58572441 8.9795906 ]
[5.48253541 9.10054733]
[5.3756034  9.21264765]
[5.26069929 9.32232021]
[5.13181588 9.43542245]
[5.00306355 9.53977604]
[4.86146624 9.64700389]
[4.69186218 9.76735559]
[4.50969615 9.88814996]
[4.33276637 9.99818476]
[ 4.1633213  10.09772077]
[ 3.99506271 10.19149351]
[ 3.83760479 10.27471531]
[ 3.69192055 10.34769091]
[ 3.54373852 10.41778171]
[ 3.41688001 10.4763026 ]
[ 3.30336566 10.52659558]
[ 3.19659666 10.57204869]
[ 3.09736262 10.61228753]
[ 3.00641161 10.64671397]
[ 2.92444993 10.67451449]
[ 2.85214134 10.6946705 ]
[ 2.79010566 10.70597056]
[ 2.73590147 10.70707794]
[ 2.69452226 10.69483836]
[ 2.66808127 10.66876164]
[ 2.65393442 10.62714862]
[ 2.65239379 10.56809615]
[ 2.66367612 10.48965444]
[ 2.68788053 10.38987213]
[ 2.72496011 10.26685003]
[ 2.77468868 10.11880259]
[2.83662264 9.94412725]
[2.91437293 9.72955054]
[2.99884688 9.49615925]
[3.09238095 9.23319975]
[3.19322294 8.94077672]
[3.29294017 8.63835235]
[3.39501833 8.31142443]
[3.49692733 7.96163653]
[3.58963712 7.61435226]
[3.68297857 7.22697036]
[3.76700921 6.82477367]
[3.83823775 6.41149033]
[3.89313306 5.99123443]
[3.92824175 5.56840025]
[3.9403148  5.14753935]
[3.92643625 4.73322685]
[3.88414594 4.32992495]
[3.81154886 3.94185136]
[3.70740425 3.57286038]
[3.57118942 3.22634265]
[3.44011689 2.94732758]
[3.28085075 2.68688571]
[3.06861585 2.4156173 ]
[2.85061348 2.20294153]
[2.62366455 2.0275425 ]
[2.3591812  1.86333829]
[2.07464943 1.72501122]
[1.77344294 1.61244119]
[1.45930881 1.52507793]
[1.02857174 1.4408593 ]
[0.70077552 1.40847832]
[0.37385438 1.39718351]
[0.05200389 1.40521464]
[-0.26072038  1.4306891 ]
[-0.54048917  1.46893185]
[-0.82505819  1.52258486]
[-1.09004657  1.58789243]
[-1.33255268  1.66292913]
[-1.55007054  1.74584101]
[-1.74051154  1.83486739]
[-1.89143612  1.92212779]
[-2.02534259  2.01844903]
[-2.12854403  2.11637839]
[-2.20065182  2.21463953]
[-2.24169343  2.31208872]
[-2.25209584  2.40771253]
[-2.23266496  2.50062331]
[-2.18456163  2.59005309]
[-2.11429234  2.67041561]
[-2.0219794   2.74718283]
[-1.90931825  2.82024698]
[-1.77818134  2.88963866]
[-1.63059172  2.95553594]
[-1.45712188  3.02276521]
[-1.28241738  3.08264697]
[-1.09809436  3.14050234]
[-0.90647546  3.19705909]
[-0.70987682  3.25313961]
[-0.51057751  3.30963711]
[-0.31079054  3.36748977]
[-0.11263608  3.42765423]
[0.08188302 3.49107938]
[0.27090279 3.55868141]
[0.45271674 3.63132104]
[0.62579133 3.70978346]
[0.78877809 3.79476164]
[0.94052264 3.88684314]
[1.09006137 3.99360679]
[1.21562412 4.10184515]
[1.32765932 4.21826097]
[1.42583064 4.34294949]
[1.50999436 4.47588737]
[1.58019097 4.61693731]
[1.63717066 4.76919906]
[1.68371958 4.94122915]
[1.71303628 5.11140316]
[1.72985142 5.29058844]
[1.73491963 5.47865041]
[1.72912598 5.67522316]
[1.71346392 5.87975483]
[1.6890131 6.0915493]
[1.65691738 6.3098035 ]
[1.61836325 6.53364011]
[1.57455882 6.76213556]
[1.52671377 6.99434333]
[1.47602012 7.22931295]
[1.42363363 7.4661048 ]
[1.37065668 7.70380134]
[1.31812269 7.94151527]
[1.26698211 8.17839482]
[1.21809025 8.41362678]
[1.17219675 8.64643751]
[1.12993684 8.87609228]
[1.09182454 9.1018933 ]
[1.05824754 9.3231766 ]
[1.02946407 9.53930817]
[1.00560165 9.74967932]
[0.98665763 9.95370162]
[ 0.97250174 10.15080157]
[ 0.96288045 10.34041497]
[ 0.95705325 10.53491636]
[ 0.95543734 10.71944402]
[ 0.95717181 10.88173705]
[ 0.96125362 11.03418507]
[ 0.96693025 11.17618652]
[ 0.97386836 11.31642773]
[ 0.98020373 11.43470362]
[ 0.98553201 11.54052785]
[ 0.98896566 11.63318689]
[ 0.98962827 11.71193345]
[ 0.98647972 11.78049862]
[ 0.97820251 11.83113923]
[ 0.96390405 11.86280347]
[ 0.94280176 11.87439832]
[ 0.91424477 11.86479398]
[ 0.87773327 11.83283006]
[ 0.83293506 11.7773238 ]
[ 0.77969897 11.69708034]
[ 0.71806465 11.59090531]
[ 0.64826866 11.45761991]
[ 0.57074641 11.29607861]
[ 0.49171351 11.1180739 ]
[ 0.40715999 10.91370826]
[ 0.31788806 10.68223634]
[ 0.11485723 10.1006061 ]
[0.01896402 9.77665304]
[-0.08394586  9.39802848]
[-0.18555597  8.98589583]
[-0.2842394   8.54061072]
[-0.37218054  8.09502012]
[-0.45481145  7.62213526]
[-0.53081183  7.12324589]
[-0.59890845  6.60003241]
[-0.65789855  6.05459652]
[-0.70667338  5.4894871 ]
[-0.74424143  4.90771857]
[-0.76975152  4.31277903]
[-0.78331744  3.66518067]
[-0.78159505  3.012474  ]
[-0.76423978  2.36063021]
[-0.73120386  1.71606388]
[-0.6827558   1.08551125]
[-0.6194927   0.47587833]
[-0.54750883 -0.06701471]
[-0.46447827 -0.58037889]
[-0.37164957 -1.05907953]
[-0.26327646 -1.52984975]
[-0.14731101 -1.95013038]
[-0.02959196 -2.30359439]
[ 0.08454268 -2.5717297 ]
[ 0.20904436 -2.78574815]
[ 0.33354699 -2.91172304]
[ 0.45545363 -2.94486591]
[ 0.56447942 -2.88841037]
[ 0.67434006 -2.74298903]
[ 0.76801794 -2.52642848]
[ 0.851933   -2.24038549]
[ 0.92489396 -1.89136123]
[ 0.98600016 -1.48647264]
[ 1.03464028 -1.03311947]
[ 1.07048238 -0.5387185 ]
[ 1.09345792 -0.01050141]
[1.10374191 0.54463065]
[1.10173055 1.12020421]
[1.08801767 1.71023104]
[1.06337052 2.30923481]
[1.02870562 2.91225396]
[0.98506487 3.51482743]
[0.93359243 4.11296841]
[0.86800373 4.78659208]
[0.79564783 5.44519722]
[0.72730063 6.00570517]
[0.65666563 6.54921383]
[0.58508516 7.07361304]
[0.5138843  7.57702836]
[0.43999079 8.09142344]
[0.37364235 8.54619618]
[0.31149574 8.97537968]
[0.25467713 9.37776233]
[0.20136934 9.77807465]
[ 0.15882995 10.12150518]
[ 0.12458136 10.43506148]
[ 0.09840579 10.73706287]
[ 0.12046609 11.15857235]
[ 0.15369445 11.55704865]
[ 0.1966815  11.90020157]
[ 0.24546525 12.17047941]
[ 0.3033601 12.3932738]
[ 0.37051591 12.56888382]
[ 0.45322106 12.70534838]
[ 0.53953995 12.78446517]
[ 0.63493757 12.81783452]
[ 0.7390951  12.80621829]
[ 0.85154699 12.75057906]
[ 0.97167357 12.65210828]
[ 1.09869761 12.51224945]
[ 1.24149046 12.31843533]
[ 1.37955318 12.09870726]
[ 1.5211854  11.84374564]
[ 1.66503057 11.55612869]
[ 1.8096253 11.238707 ]
[ 1.96356444 10.86902263]
[ 2.10458034 10.50017566]
[ 2.24138212 10.11179806]
[2.37225316 9.7076518 ]
[2.49544529 9.29165687]
[2.60918289 8.86785873]
[2.71849742 8.40986979]
[2.80678352 7.98329757]
[2.88462154 7.53203498]
[2.93952246 7.1205003 ]
[2.97547856 6.72227516]
[2.99084897 6.31502299]
[2.98169334 5.95606781]
[2.9482121  5.62082695]
[2.88347066 5.2915984 ]
[2.79530814 5.01307335]
[2.66954233 4.74869731]
[2.52351745 4.53265934]
[2.33533896 4.33636495]
[2.13243767 4.18310845]
[1.90383665 4.05875661]
[1.63134895 3.95730896]
[1.35646766 3.88743127]
[1.06354843 3.84066567]
[0.73195665 3.81512847]
[0.41337489 3.80877442]
[0.08849926 3.81850033]
[-0.23831359  3.8422423 ]
[-0.56257165  3.87816901]
[-0.87971856  3.92471168]
[-1.18520209  3.98055977]
[-1.47454308  4.04462148]
[-1.74340866  4.11595404]
[-1.98769173  4.19367582]
[-2.10744105  4.71583444]
[-2.1913938   5.21444136]
[-2.24158636  5.7206261 ]
[-2.24586217  6.16155167]
[-2.2105072   6.57112992]
[-2.13544821  6.94735745]
[-2.02113922  7.28849686]
[-1.86853772  7.59309061]
[-1.67908441  7.85998079]
[-1.45468679  8.08833268]
[-1.17887749  8.2901248 ]
[-0.86893492  8.44677566]
[-0.55214242  8.55243463]
[-0.18811909  8.62352282]
[0.17033505 8.65166338]
[0.56944651 8.64264829]
[0.95024008 8.60017052]
[1.36215819 8.52028584]
[1.77102196 8.40848713]
[2.14314659 8.27916992]
[2.52726534 8.11609941]
[2.86438917 7.94596235]
[3.17671359 7.76099998]
[3.4593845  7.56436757]
[3.72554465 7.3431041 ]
[3.93301543 7.13179608]
[4.0990318  6.91729782]
[4.22107454 6.70178255]
[4.2973795 6.4870736]
[4.32697193 6.27462897]
[4.3096798  6.06553935]
[4.24079315 5.84486596]
[4.12914789 5.64482422]
[3.97490688 5.44935994]
[3.78089148 5.25827647]
[3.55050276 5.0711515 ]
[3.28763478 4.88738039]
[2.99657997 4.70622013]
[2.68192942 4.52683239]
[2.34847102 4.34832464]
[2.00108815 4.1697885 ]
[1.69100019 4.28669785]
[1.38114162 4.40387854]
[1.07712871 4.5195362 ]
[0.78420208 4.63203983]
[0.50714153 4.73993399]
[0.23116527 4.84916222]
[1.0713949e-04 4.9436154e+00]
[-0.20395752  5.03017766]
[-0.39188376  5.11365922]
[-0.54397301  5.18673046]
[-0.65909589  5.24911016]
[-0.73698271  5.30078377]
[-0.77471791  5.3393034 ]
[-0.78169745  5.3691213 ]
[-0.75948823  5.39080706]
[-0.71010737  5.40509121]
[-0.63595497  5.41284855]
[-0.53376799  5.41534106]
[-0.409745    5.41286096]
[-0.27631243  5.40708953]
[-0.13052069  5.39949621]
[0.0344855  5.39108262]
[0.2061111  5.38368471]
[0.36982264 5.37882487]
[0.53297611 5.37744505]
[0.69280556 5.3807545 ]
[0.84676082 5.38990198]
[0.9925301  5.40596457]
[1.12805517 5.4299391 ]
[1.25946574 5.4658283 ]
[1.36831782 5.50900782]
[1.46808005 5.56731325]
[1.5495074  5.63840254]
[1.60839178 5.71631796]
[1.65207401 5.8138192 ]
[1.67492466 5.91706483]
[1.6801555  6.03293459]
[1.66787299 6.16155336]
[1.63510032 6.31444826]
[1.58766762 6.46940776]
[1.52405452 6.63686237]
[1.44497435 6.81650863]
[1.35126318 7.00792604]
[1.24387132 7.21057107]
[1.1238555  7.42377062]
[0.99237168 7.64671493]
[0.85068807 7.87844995]
[0.70182502 8.11786924]
[0.55002115 8.36370969]
[0.38622976 8.63434516]
[0.22937133 8.90868924]
[0.08472728 9.18453806]
[-0.04268454  9.45944239]
[-0.14823087  9.73068706]
[-0.21929727  9.97605428]
[-0.26495262 10.21302973]
[-0.28282695 10.43867101]
[-0.27102399 10.64975738]
[-0.22812137 10.84277458]
[-0.15150677 11.02736181]
[-0.037084   11.18160095]
[ 0.10859758 11.29118053]
[ 0.29591505 11.37102077]
[ 0.52011683 11.40338898]
[ 0.77998421 11.38185733]
[ 1.07382475 11.29985468]
[ 1.39943672 11.15082079]
[ 1.75404256 10.92840974]
[ 2.13419266 10.62674724]
[ 2.53564567 10.24074319]
[2.95323655 9.76645538]
[3.35399951 9.23919884]
[3.75713587 8.63262653]
[4.15574589 7.94815553]
[4.54204376 7.18925042]
[4.90743911 6.36160958]
[5.24269428 5.47325402]
[5.53815974 4.53449141]
[5.78408115 3.55773686]
[5.97096136 2.55718559]
[6.08995182 1.54834944]
[6.13324217 0.54748642]
[ 6.09441536 -0.42903298]
[ 5.96050188 -1.43262322]
[ 5.72317331 -2.37203311]
[ 5.38161056 -3.23142974]
[ 4.96613454 -3.94622386]
[ 4.46539164 -4.57185742]
[ 3.8447372  -5.14092778]
[ 3.14056606 -5.59650346]
[ 2.36337297 -5.93725268]
[ 1.52525711 -6.16441623]
[ 0.63966376 -6.28143706]
[-0.21941836 -6.29204322]
[-1.09432313 -6.21695947]
[-2.03261858 -6.05230821]
[-2.89804139 -5.82026359]
[-3.73817746 -5.52345882]
[-4.53941106 -5.16947305]
[-5.2884173  -4.76601756]
[-5.80553523 -3.00228428]
[-6.22175749 -1.34173586]
[-6.52285274  0.21707274]
[-6.69816872  1.67529102]
[-6.74079201  3.03391232]
[-6.64755035  4.29391963]
[-6.41887918  5.45643131]
[-6.03156635  6.59688047]
[-5.50134975  7.62890489]
[-4.88492569  8.49574803]
[-4.1149905   9.32705455]
[-3.30287395 10.013762  ]
[-2.41852742 10.61939328]
[-1.47759376 11.14839845]
[-0.42679278 11.63584441]
[ 0.58093139 12.02164153]
[ 1.66909296 12.36675466]
[ 2.68054336 12.63074051]
[ 3.67449649 12.84309531]
[ 4.64032056 13.00807132]
[ 5.56910524 13.12946192]
[ 6.45370274 13.21054884]
[ 7.2886947  13.25408097]
[ 8.07029681 13.26228225]
[ 8.79621535 13.23688417]
[ 9.51168611 13.17249191]
[10.12008573 13.08140581]
[10.71139249 12.94816236]
[11.20689897 12.79401582]
[11.65142567 12.60971844]
[12.04771731 12.39542125]
[12.39872443 12.15127772]
[12.72915672 11.85489393]
[13.01461824 11.5251195 ]
[13.2424858  11.18972922]
[13.45116371 10.79716286]
[13.61302661 10.40512565]
[13.7468037   9.98731875]
[13.85460482  9.54519441]
