Person 91
Starting Actual Velocity = [1.05854621 0.5649006 ]
[16.64883667  8.88255825]
[2.97382261 2.16856011]
[3.13221955 2.2445968 ]
[3.2997003  2.31876446]
[3.47472596 2.38949536]
[3.66563256 2.45883162]
[3.86105304 2.52144626]
[4.04901472 2.57361462]
[4.24850297 2.62046729]
[4.43731856 2.6565439 ]
[4.63487328 2.68596657]
[4.81924717 2.70539692]
[4.98796331 2.72649499]
[5.136      2.73742907]
[5.28116644 2.74179232]
[5.42296224 2.74026794]
[5.56097266 2.73364433]
[5.69486045 2.72278531]
[5.82435457 2.7085974 ]
[5.94923647 2.69199555]
[6.06932469 2.67386864]
[6.19176036 2.65452292]
[6.30132957 2.63575644]
[6.40562024 2.61768446]
[6.50443824 2.6007837 ]
[6.59755092 2.58537588]
[6.68467736 2.57161807]
[6.76548132 2.5594993 ]
[6.83956697 2.54884301]
[6.90647729 2.53931452]
[6.9656949  2.53043255]
[7.01664513 2.5215835 ]
[7.05870107 2.51203732]
[7.0945602  2.50044213]
[7.11340927 2.48750029]
[7.12250703 2.47156772]
[7.15214631 2.44953382]
[7.16637183 2.42472219]
[7.17011275 2.39386028]
[7.16007981 2.35786618]
[7.1360651  2.31877036]
[7.0981323  2.26601208]
[7.03894763 2.18903185]
[6.95669762 2.10839607]
[6.85940015 2.0266975 ]
[6.74686657 1.93781728]
[6.62939029 1.85200755]
[6.49839305 1.75765853]
[6.36462894 1.66554758]
[6.21149708 1.55913544]
[6.08068837 1.47735072]
[5.94449897 1.39415849]
[5.81524443 1.31970734]
[5.68406953 1.24768618]
[5.54402395 1.19418181]
[5.42149682 1.15334991]
[5.30133408 1.11910343]
[5.18987925 1.09471391]
[5.09148131 1.08101926]
[5.00195635 1.07706624]
[4.91887994 1.08403963]
[4.84797063 1.10046027]
[4.78604397 1.12656232]
[4.73169162 1.16466335]
[4.68639842 1.21247573]
[4.64972636 1.26549714]
[4.62016555 1.32976432]
[4.59688632 1.39654034]
[4.57895649 1.46858721]
[4.56642327 1.54976128]
[4.55653322 1.62937618]
[4.55036954 1.71618203]
[4.55030613 1.81958597]
[4.5515586  1.92729558]
[4.5485901  2.02684285]
[4.54062123 2.11712216]
[4.52800822 2.20176276]
[4.50909719 2.27541503]
[4.48411161 2.33806485]
[4.44017823 2.40005738]
[4.39280768 2.44708495]
[4.34205129 2.48363027]
[4.28623079 2.51224875]
[4.22502751 2.53243187]
[4.158168 2.543717]
[4.08543534 2.54570358]
[4.00668159 2.5380712 ]
[3.92184142 2.5205995 ]
[3.82626375 2.49126362]
[3.72396097 2.4508152 ]
[3.62073119 2.40270664]
[3.51234583 2.34538052]
[3.39941015 2.27946962]
[3.28270708 2.20583018]
[3.16320851 2.12555084]
[3.04208185 2.0399538 ]
[2.92069038 1.95058634]
[2.80058586 1.85920157]
[2.67755989 1.76251183]
[2.56568528 1.6732566 ]
[2.46077691 1.58823915]
[2.36489044 1.50965873]
[2.28376276 1.44310692]
[2.21401394 1.38569177]
[2.15719704 1.33896809]
[2.11583707 1.30555811]
[2.08791579 1.28325477]
[2.07646431 1.2750771 ]
[2.08220113 1.28172001]
[2.10554642 1.30361284]
[2.14660495 1.34091944]
[2.20515959 1.39354706]
[2.28067516 1.46116296]
[2.37231178 1.54321699]
[2.47894642 1.63896875]
[2.59920113 1.74751734]
[2.7174725  1.84454804]
[2.83705382 1.94633716]
[2.96583108 2.05919705]
[3.12555474 2.20212336]
[3.26909824 2.33613163]
[3.40542032 2.46789561]
[3.55628341 2.61740365]
[3.7081776  2.77326893]
[3.85921252 2.93433435]
[4.00749298 3.0994437 ]
[4.20981978 3.33001391]
[4.34336802 3.49982943]
[4.46818847 3.67012194]
[4.58267106 3.83993712]
[4.68532205 4.00839255]
[4.76773746 4.16303254]
[4.84391724 4.32668959]
[4.904679   4.48683355]
[4.94910638 4.64288216]
[4.97645428 4.79432687]
[4.98615698 4.94073017]
[4.97773916 5.07210866]
[4.95252535 5.20781058]
[4.90911017 5.33756218]
[4.84769617 5.46117159]
[4.76869234 5.57849978]
[4.67271554 5.68945644]
[4.56058958 5.79399584]
[4.43340045 5.8922203 ]
[4.30132607 5.97809953]
[4.15842349 6.05863129]
[4.00599744 6.13393408]
[3.84547734 6.20414561]
[3.67840299 6.26942058]
[3.49474852 6.33406906]
[3.31939334 6.38966606]
[3.14270051 6.44087735]
[2.96645347 6.48789379]
[2.79243437 6.5309058 ]
[2.62239758 6.57009967]
[2.4580431  6.60565406]
[2.3009907  6.63773679]
[2.15275523 6.66650214]
[2.01472395 6.69208851]
[1.88813619 6.71461672]
[1.77406601 6.73418872]
[1.67340803 6.7508869 ]
[1.58686682 6.76477375]
[1.51124971 6.77640267]
[1.45532915 6.78459262]
[1.41444394 6.79004257]
[1.38848996 6.79273735]
[1.37717372 6.79264454]
[1.38002197 6.78971495]
[1.39685405 6.78455848]
[1.43033693 6.77574496]
[1.47298838 6.76495103]
[1.52666931 6.7514136 ]
[1.59024655 6.73506677]
[1.66248407 6.71580853]
[1.74206598 6.69350534]
[1.82761954 6.66799685]
[1.91773764 6.63910062]
[2.01100055 6.60661695]
[2.10599668 6.5703338 ]
[2.20134196 6.53003187]
[2.29569809 6.48549016]
[2.3877889  6.43649145]
[2.47641508 6.38282779]
[2.56046688 6.32430579]
[2.63893492 6.26075179]
[2.71091901 6.19201666]
[2.77563502 6.11798026]
[2.8324199  6.03855541]
[2.88073479 5.9536912 ]
[2.92016644 5.86337575]
[2.9504269  5.76763804]
[2.97135177 5.66654909]
[2.98289688 5.5602222 ]
[2.98513372 5.44881243]
[2.97824363 5.33251521]
[2.96232967 5.20212358]
[2.93662583 5.0667749 ]
[2.90315108 4.93688403]
[2.86229443 4.80328362]
[2.81467484 4.66633061]
[2.75811654 4.51572045]
[2.69860528 4.37308129]
[2.6345116  4.22828196]
[2.56660011 4.08172732]
[2.49564077 3.9338222 ]
[2.41823199 3.77380785]
[2.33904015 3.61324975]
[2.258938   3.45260921]
[2.17874542 3.29232527]
[2.09921643 3.13281034]
[2.02102777 2.97444632]
[1.94476931 2.81758147]
[1.87093644 2.66252788]
[1.79992451 2.50955975]
[1.7320254  2.35891241]
[1.66742625 2.21078204]
[1.60931375 2.0752362 ]
[1.55421991 1.9420886 ]
[1.50206252 1.81141465]
[1.42405573 1.52098092]
[1.37755588 1.39907521]
[1.33059409 1.27097886]
[1.28528183 1.14575864]
[1.24113258 1.02337455]
[1.19995037 0.91190395]
[1.15899209 0.80281045]
[1.11781235 0.69606157]
[1.07596908 0.59163203]
[1.03303409 0.4895077 ]
[0.9886038  0.38968926]
[0.94231003 0.29219563]
[0.89383074 0.19706691]
[0.83934434 0.09762513]
[0.78170978 0.00110954]
[ 0.72079368 -0.09233573]
[ 0.65657595 -0.18253324]
[ 0.58915827 -0.26927529]
[ 0.51876946 -0.3523292 ]
[ 0.45083225 -0.42615913]
[ 0.38103306 -0.49638582]
[ 0.30984463 -0.56280203]
[ 0.23242967 -0.62961751]
[ 0.15570655 -0.68977027]
[ 0.07984282 -0.74458976]
[ 0.01119271 -0.79031675]
[-0.05937167 -0.83304197]
[-0.12531129 -0.86898949]
[-0.18544355 -0.89813938]
[-0.2352092 -0.919477 ]
[-0.28118224 -0.93635062]
[-0.31620654 -0.94719819]
[-0.34321121 -0.95394428]
[-0.3617571  -0.95738674]
[-0.37153606 -0.9584164 ]
[-0.37237198 -0.95799005]
[-0.36421808 -0.95710352]
[-0.34715074 -0.95676533]
[-0.32136029 -0.95797188]
[-0.28713935 -0.96168445]
[-0.24486903 -0.96880835]
[-0.19500384 -0.98017435]
[-0.13805553 -0.9965225 ]
[-0.07457661 -1.01848827]
[-0.00514384 -1.04659098]
[ 0.0817966  -1.08773008]
[ 0.17491639 -1.13785669]
[ 0.25972334 -1.1881721 ]
[ 0.34810327 -1.24536068]
[ 0.43959298 -1.30922565]
[ 0.53378512 -1.37943324]
[ 0.63805203 -1.46176891]
[ 0.73677206 -1.54346127]
[ 0.83734988 -1.62968083]
[ 0.93964994 -1.7196101 ]
[ 1.05199929 -1.81961919]
[ 1.15765988 -1.91422075]
[ 1.26501764 -2.00953348]
[ 1.38643146 -2.10690778]
[ 1.50063534 -2.1958714 ]
[ 1.62686357 -2.28813553]
[ 1.75644842 -2.3749591 ]
[ 1.87965081 -2.44941477]
[ 2.00659839 -2.51653196]
[ 2.13758331 -2.57521751]
[ 2.28413539 -2.62766204]
[ 2.42396321 -2.66608003]
[ 2.56817673 -2.69375367]
[ 2.71669772 -2.71028738]
[ 2.86935241 -2.71546112]
[ 3.0258748  -2.70922576]
[ 3.18591218 -2.69169572]
[ 3.36259059 -2.66028671]
[ 3.52833752 -2.62039516]
[ 3.69606195 -2.57047075]
[ 3.86515249 -2.51117708]
[ 4.03496239 -2.44327694]
[ 4.21882954 -2.36143327]
[ 4.38785136 -2.27852331]
[ 4.55551193 -2.18980357]
[ 4.72114237 -2.09628088]
[ 4.88409487 -1.9989831 ]
[ 5.04375147 -1.89894455]
[ 5.21236839 -1.78943543]
[ 5.36326423 -1.68702643]
[ 5.52129988 -1.57729298]
[ 5.66136837 -1.47665518]
[ 5.79567499 -1.37819518]
[ 5.93462107 -1.27571012]
[ 6.05591898 -1.184274  ]
[ 6.17065687 -1.09721903]
[ 6.28787943 -1.00920716]
[ 6.38845862 -0.93293494]
[ 6.49026727 -0.85748331]
[ 6.57638403 -0.79357551]
[ 6.6626022 -0.7319702]
[ 6.73420478 -0.68127785]
[ 6.79888067 -0.63706756]
[ 6.8621228 -0.5968308]
[ 6.91242909 -0.56603017]
[ 6.95590034 -0.54159042]
[ 6.99645627 -0.52234293]
[ 7.02576943 -0.51077625]
[ 7.04835879 -0.50524295]
[ 7.06427458 -0.50563048]
[ 7.07358285 -0.51183013]
[ 7.07637199 -0.5237367 ]
[ 7.07275974 -0.5412454 ]
[ 7.06289999 -0.56424627]
[ 7.04698916 -0.59261637]
[ 7.02720302 -0.62266287]
[ 7.00254886 -0.65722608]
[ 6.97409872 -0.69530038]
[ 6.94194346 -0.73890049]
[ 6.90889698 -0.781079  ]
[ 6.87518262 -0.82374722]
[ 6.84172171 -0.86592618]
[ 6.80936485 -0.90664273]
[ 6.77887935 -0.9449366 ]
[ 6.75093828 -0.97987019]
[ 6.72611167 -1.01054025]
[ 6.70490398 -1.03747578]
[ 6.6881569  -1.05750143]
[ 6.67545849 -1.06947508]
[ 6.66803562 -1.0737844 ]
[ 6.66414643 -1.06994703]
[ 6.66603523 -1.05616492]
[ 6.67052158 -1.03476398]
[ 6.68083223 -1.00154738]
[ 6.69487787 -0.95811858]
[ 6.70963798 -0.90897292]
[ 6.72955718 -0.84615143]
[ 6.74885929 -0.77945632]
[ 6.76966606 -0.70480878]
[ 6.79148951 -0.62267553]
[ 6.8167367  -0.52633284]
[ 6.8390436  -0.43054201]
[ 6.86091008 -0.32913574]
[ 6.88189509 -0.22283067]
[ 6.90158123 -0.11237909]
[6.91957731e+00 1.44061614e-03]
[6.93552017 0.11783306]
[6.95107539 0.24511561]
[6.96165624 0.36421668]
[6.96925188 0.4834291 ]
[6.97361714 0.60196816]
[6.97453433 0.71906767]
[6.97181203 0.83398466]
[6.96528377 0.94600356]
[6.95480664 1.0544396 ]
[6.94025978 1.15864169]
[6.92154286 1.25799465]
[6.89944362 1.35383915]
[6.87364547 1.44469721]
[6.84436729 1.5305918 ]
[6.81182944 1.61156254]
[6.7762529  1.68766831]
[6.73588985 1.76433959]
[6.69467171 1.83061123]
[6.65108668 1.89233613]
[6.6028547  1.95402237]
[6.55234639 2.01083575]
[6.49980754 2.06301649]
[6.44547291 2.1108281 ]
[6.39256485 2.15136154]
[6.33850108 2.18860399]
[6.28343926 2.22280531]
[6.22752561 2.2542204 ]
[6.17089491 2.28310584]
[6.11036218 2.31197596]
[6.04923715 2.33851887]
[5.99102682 2.36103898]
[5.93254539 2.38204612]
[5.87046073 2.40358173]
[5.80820898 2.42387064]
[5.74931373 2.44146179]
[5.69045733 2.45837714]
[5.63170309 2.4747841 ]
[5.57311234 2.49083678]
[5.51474553 2.50667672]
[5.45666306 2.52243399]
[5.39557142 2.53984558]
[5.3382377  2.55577795]
[5.27809243 2.57363277]
[5.21853853 2.59188564]
[5.16286226 2.60891648]
[5.10473259 2.6282992 ]
[5.05053978 2.646579  ]
[4.99719183 2.66562248]
[4.94476158 2.68553042]
[4.89044181 2.70847257]
[4.84010622 2.73049187]
[4.79090369 2.75372442]
[4.74289709 2.77829913]
[4.69614364 2.8043537 ]
[4.65069349 2.83203486]
[4.60658821 2.86149833]
[4.56385916 2.89290842]
[4.52252599 2.92643747]
[4.48259493 2.96226605]
[4.44405715 3.0005835 ]
[4.40505149 3.04530204]
[4.36752155 3.09335379]
[4.33138585 3.145003  ]
[4.29653462 3.20051882]
[4.26282823 3.26017077]
[4.23155525 3.31906519]
[4.20101036 3.38200272]
[4.17100714 3.44917512]
[4.14133591 3.52075474]
[4.1117646  3.59688873]
[4.08058523 3.68457479]
[4.04883511 3.77770238]
[4.01777302 3.86864761]
[3.98392368 3.97238313]
[3.94840501 4.08147366]
[3.91082022 4.19574708]
[3.8707696  4.31494992]
[3.82785627 4.43874411]
[3.78169214 4.56670502]
[3.73190361 4.6983209 ]
[3.67813718 4.83299371]
[3.62006454 4.97004132]
[3.56143002 5.09842466]
[3.49862246 5.22761416]
[3.43144962 5.35687726]
[3.35974831 5.48543231]
[3.2833853  5.61245361]
[3.20225774 5.73707697]
[3.11629297 5.85840553]
[3.02544782 5.97551586]
[2.92970766 6.08746417]
[2.82908496 6.1932927 ]
[2.72361793 6.2920361 ]
[2.61336897 6.38272787]
[2.4898762  6.47056002]
[2.3611001  6.54672881]
[2.22720467 6.6100961 ]
[2.0980344 6.6562176]
[1.9647569 6.6894916]
[1.81730088 6.71037209]
[1.66563713 6.71446864]
[1.51008226 6.70091202]
[1.35099552 6.66892493]
[1.18878505 6.61783811]
[1.03539838 6.55232117]
[0.88008676 6.46945103]
[0.71161526 6.36119771]
[0.55396045 6.24187676]
[0.3960327  6.10505165]
[0.23849859 5.95102398]
[0.08370986 5.78674328]
[-0.0680739   5.60889812]
[-0.21494565  5.42124845]
[-0.35507798  5.22761295]
[-0.48676792  5.03181398]
[-0.60847717  4.83761478]
[-0.71886535  4.64865156]
[-0.81681462  4.46836364]
[-0.90695069  4.28924277]
[-0.98091721  4.12741985]
[-1.03506108  3.99362407]
[-1.07679231  3.8730794 ]
[-1.10085257  3.78135255]
[-1.11067356  3.71179945]
[-1.10663769  3.6650524 ]
[-1.08722638  3.64201019]
[-1.05618056  3.64272683]
[-1.00920235  3.66980195]
[-0.95395122  3.71568052]
[-0.88810733  3.7818218 ]
[-0.8124093   3.86692278]
[-0.7275982   3.96952727]
[-0.63441079  4.088069  ]
[-0.53357516  4.22091091]
[-0.42580816  4.36637995]
[-0.31181422  4.52279729]
[-0.18295331  4.70226183]
[-0.05829947  4.87602045]
[0.08049321 5.07035272]
[0.21294407 5.2547954 ]
[0.34819534 5.4422601 ]
[0.48561575 5.63143475]
[0.6245851  5.82109706]
[0.77527916 6.02488087]
[0.9262638  6.22648735]
[1.06605268 6.41053202]
[1.21565164 6.60485489]
[1.35291048 6.78045722]
[1.48815466 6.95092715]
[1.7252309  7.38078694]
[1.95214197 7.78248088]
[2.16878335 8.15702369]
[2.37506087 8.50537468]
[2.57089164 8.82843408]
[2.75620495 9.12704091]
[2.93094305 9.40197199]
[3.0950618  9.65394201]
[3.24853134 9.88360448]
[ 3.39133664 10.09155359]
[ 3.52347796 10.27832676]
[ 3.65415546 10.45564724]
[ 3.76420062 10.6000197 ]
[ 3.86368212 10.72454934]
[ 3.95266598 10.82958341]
[ 4.03733535 10.9208517 ]
[ 4.10478494 10.9864661 ]
[ 4.16203977 11.03347147]
[ 4.20923047 11.06212321]
[ 4.24650211 11.07267367]
[ 4.27401341 11.0653808 ]
[ 4.29193578 11.04051706]
[ 4.30045223 10.99837857]
[ 4.29975632 10.93929433]
[ 4.29005095 10.86363521]
[ 4.27154726 10.7718227 ]
[ 4.24287389 10.65596091]
[ 4.21446935 10.5605085 ]
[ 4.17650525 10.44980163]
[ 4.12854505 10.32546287]
[ 4.07018522 10.18919484]
[ 4.00107484 10.04277103]
[3.92093531 9.88802272]
[3.82957944 9.72682228]
[3.72692921 9.56106347]
[3.61303155 9.39263921]
[3.48807141 9.22341782]
[3.36167805 9.06578454]
[3.21640252 8.90009637]
[3.07210014 8.74858594]
[2.90885561 8.59261433]
[2.74933687 8.45261255]
[2.57155696 8.31163906]
[2.40047676 8.18758194]
[2.21254773 8.06576405]
[2.03435161 7.9609729 ]
[1.85445595 7.86634434]
[1.67406307 7.78224405]
[1.49439527 7.70890766]
[1.30388633 7.64375749]
[1.11717003 7.59103076]
[0.93569168 7.55056358]
[0.76082784 7.52206242]
[0.59386464 7.50511849]
[0.43597801 7.49922297]
[0.28821595 7.50378261]
[0.16032891 7.51551593]
[0.03453093 7.5384756 ]
[-0.07893922  7.56980498]
[-0.17966034  7.60873318]
[-0.2673887   7.65448367]
[-0.33755405  7.70133176]
[-0.40013853  7.75824745]
[-0.45003664  7.81982172]
[-0.4876844   7.88541614]
[-0.51250342  7.94848354]
[-0.52775657  8.01430697]
[-0.53411102  8.08257917]
[-0.53230741  8.15308774]
[-0.52314154  8.22572609]
[-0.50744384  8.30050294]
[-0.48605698  8.37754967]
[-0.45724668  8.46432897]
[-0.42674939  8.54692431]
[-0.39297374  8.63297612]
[-0.3565621  8.7230942]
[-0.31805535  8.81794876]
[-0.27788849  8.91820656]
[-0.23253428  9.03391423]
[0.03734994 9.76642132]
[ 0.28119497 10.41377288]
[ 0.515918   11.02931743]
[ 0.75600693 11.6566569 ]
[ 0.9802864 12.2512927]
